Survived,Pclass,Sex,Age,Fare,Embarked_Q,Embarked_S,FamilySize,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Middle-aged,AgeGroup_Senior,LogFare,AgeBin,IsAlone
0,3,0,28.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
0,1,0,71.0,34.6542,0,0,1,False,False,False,True,3.57386695198272,4,1
1,1,0,23.0,63.3583,0,0,2,False,True,False,False,4.164465907853638,2,0
1,2,1,34.0,23.0,0,1,2,False,True,False,False,3.1780538303479458,2,0
0,2,0,34.0,26.0,0,1,2,False,True,False,False,3.295836866004329,2,0
0,3,1,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
0,3,0,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
0,1,0,21.0,77.2875,0,1,2,False,True,False,False,4.360387947851531,2,0
0,3,0,33.0,8.6542,0,1,1,False,True,False,False,2.267393053825037,2,1
0,3,0,37.0,7.925,0,1,3,False,False,True,False,2.188856327665703,3,0
0,3,0,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
1,3,1,21.0,7.65,0,1,1,False,True,False,False,2.157559320943788,2,1
1,3,0,28.0,7.775,0,1,1,False,True,False,False,2.1719067693519296,2,1
0,3,0,38.0,7.8958,0,1,1,False,False,True,False,2.1855792552411137,3,1
1,3,1,28.0,24.15,1,0,2,False,True,False,False,3.224857896545748,2,0
0,1,0,47.0,52.0,0,1,1,False,False,True,False,3.970291913552122,3,1
0,3,1,14.5,14.4542,0,0,2,True,False,False,False,2.737880811060884,1,0
0,3,0,22.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
0,3,1,20.0,9.825,0,1,2,False,True,False,False,2.3818582738885534,2,0
0,3,1,17.0,14.4583,0,0,1,True,False,False,False,2.738146075922933,1,1
0,3,0,21.0,7.925,0,1,1,False,True,False,False,2.188856327665703,2,1
0,3,0,70.5,7.75,1,0,1,False,False,False,True,2.169053700369523,4,1
0,2,0,29.0,21.0,0,1,2,False,True,False,False,3.091042453358316,2,0
0,1,0,24.0,247.5208,0,0,2,False,True,False,False,5.515526544247129,2,0
0,3,1,2.0,31.275,0,1,7,False,False,False,False,3.4742929367327062,0,0
0,2,0,21.0,73.5,0,1,3,False,True,False,False,4.310799125385514,2,0
0,3,0,28.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
0,2,0,32.5,30.0708,0,0,2,False,True,False,False,3.436268471383741,2,0
1,2,1,32.5,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,1,0,54.0,77.2875,0,1,2,False,False,True,False,4.360387947851531,3,0
1,3,0,12.0,11.2417,0,0,2,False,False,False,False,2.5048481563289,0,0
0,3,0,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
1,3,0,24.0,7.1417,0,1,1,False,True,False,False,2.0969990034181696,2,1
1,3,1,28.0,22.3583,0,0,3,False,True,False,False,3.1509523813392697,2,0
0,3,0,45.0,6.975,0,1,1,False,False,True,False,2.076311648670908,3,1
0,3,0,33.0,7.8958,0,0,1,False,True,False,False,2.1855792552411137,2,1
0,3,0,20.0,7.05,0,1,1,False,True,False,False,2.0856720914304723,2,1
0,3,1,47.0,14.5,0,1,2,False,False,True,False,2.740840023925201,3,0
1,2,1,29.0,26.0,0,1,2,False,True,False,False,3.295836866004329,2,0
0,2,0,25.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,2,0,23.0,15.0458,0,0,1,False,True,False,False,2.775447133088262,2,1
1,1,1,19.0,26.2833,0,1,3,False,True,False,False,3.3062747934011893,2,0
0,1,0,37.0,53.1,0,1,2,False,False,True,False,3.9908341858524357,3,0
0,3,0,16.0,9.2167,0,1,1,True,False,False,False,2.3240236363515288,1,1
0,1,0,24.0,79.2,0,0,1,False,True,False,False,4.384523514872469,2,1
0,3,1,28.0,15.2458,0,0,3,False,True,False,False,2.7878344138303452,2,0
1,3,1,22.0,7.75,0,1,1,False,True,False,False,2.169053700369523,2,1
1,3,1,24.0,15.85,0,1,2,False,True,False,False,2.8243506567983707,2,0
0,3,0,19.0,6.75,1,0,1,False,True,False,False,2.0476928433652555,2,1
0,2,0,18.0,11.5,0,1,1,True,False,False,False,2.5257286443082556,1,1
0,2,0,19.0,36.75,0,1,3,False,True,False,False,3.6309854756950335,2,0
1,3,0,27.0,7.7958,0,1,1,False,True,False,False,2.174274334826008,2,1
0,3,1,9.0,34.375,0,1,5,False,False,False,False,3.5660053559634015,0,0
0,2,0,36.5,26.0,0,1,3,False,False,True,False,3.295836866004329,3,0
0,2,0,42.0,13.0,0,1,1,False,False,True,False,2.6390573296152584,3,1
0,2,0,51.0,12.525,0,1,1,False,False,True,False,2.6045398247325453,3,1
1,1,1,22.0,66.6,0,1,2,False,True,False,False,4.213607983048918,2,0
0,3,0,55.5,8.05,0,1,1,False,False,True,False,2.2027647577118348,3,1
0,3,0,40.5,14.5,0,1,3,False,False,True,False,2.740840023925201,3,0
0,3,0,28.0,7.3125,0,1,1,False,True,False,False,2.1177604059819726,2,1
0,1,0,51.0,61.3792,0,0,2,False,False,True,False,4.133231886474144,3,0
1,3,1,16.0,7.7333,1,0,1,True,False,False,False,2.167143305297764,1,1
0,3,0,30.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
0,3,0,28.0,8.6625,0,1,1,False,True,False,False,2.2682524139135403,2,1
0,3,0,28.0,69.55,0,1,11,False,True,False,False,4.256321678298823,2,0
0,3,0,44.0,16.1,0,1,2,False,False,True,False,2.8390784635086144,3,0
1,2,1,40.0,15.75,0,1,1,False,False,True,False,2.8183982582710754,3,1
0,3,0,26.0,7.775,0,1,1,False,True,False,False,2.1719067693519296,2,1
0,3,0,17.0,8.6625,0,1,1,True,False,False,False,2.2682524139135403,1,1
0,3,0,1.0,39.6875,0,1,6,False,False,False,False,3.705920919968788,0,0
1,3,0,9.0,20.525,0,1,3,False,False,False,False,3.0692150503137943,0,0
1,1,1,28.0,55.0,0,1,2,False,True,False,False,4.02535169073515,2,0
0,3,1,45.0,27.9,0,1,6,False,False,True,False,3.3638415951183864,3,0
0,1,0,28.0,25.925,0,1,1,False,True,False,False,3.2930552230424524,2,1
0,3,0,28.0,56.4958,0,1,1,False,True,False,False,4.05171190165724,2,1
0,1,0,61.0,33.5,0,1,1,False,False,False,True,3.5409593240373143,4,1
0,3,0,4.0,29.125,1,0,6,False,False,False,False,3.405355391810819,0,0
1,3,1,1.0,11.1333,0,1,3,False,False,False,False,2.495953738718064,0,0
0,3,0,21.0,7.925,0,1,1,False,True,False,False,2.188856327665703,2,1
0,1,0,56.0,30.6958,0,0,1,False,False,True,False,3.4561841799918147,3,1
0,3,0,18.0,7.8542,0,1,3,True,False,False,False,2.180891922715322,1,0
0,3,0,28.0,25.4667,0,1,5,False,True,False,False,3.275887339030031,2,0
0,1,1,50.0,28.7125,0,0,1,False,False,True,False,3.391567832686312,3,1
0,2,0,30.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,3,0,36.0,0.0,0,1,1,False,False,True,False,0.0,3,1
0,3,1,28.0,69.55,0,1,11,False,True,False,False,4.256321678298823,2,0
0,2,0,28.0,15.05,0,0,1,False,True,False,False,2.775708849576025,2,1
0,3,0,9.0,31.3875,0,1,7,False,False,False,False,3.4777725458882283,0,0
1,2,0,1.0,39.0,0,1,4,False,False,False,False,3.6888794541139363,0,0
1,3,1,4.0,22.025,0,1,3,False,False,False,False,3.1365805821413706,0,0
0,1,0,28.0,50.0,0,1,1,False,True,False,False,3.9318256327243257,2,1
1,3,1,28.0,15.5,1,0,2,False,True,False,False,2.803360380906535,2,0
1,1,0,45.0,26.55,0,1,1,False,False,True,False,3.3160025355989236,3,1
0,3,0,40.0,15.5,1,0,3,False,False,True,False,2.803360380906535,3,0
0,3,0,36.0,7.8958,0,1,1,False,False,True,False,2.1855792552411137,3,1
1,2,1,32.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,2,0,19.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
1,3,1,19.0,7.8542,0,1,2,False,True,False,False,2.180891922715322,2,0
1,2,0,3.0,26.0,0,1,3,False,False,False,False,3.295836866004329,0,0
1,1,1,44.0,27.7208,0,0,1,False,False,True,False,3.357621598945279,3,1
1,1,1,58.0,146.5208,0,0,1,False,False,True,False,4.993969182787072,3,1
0,3,0,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
0,3,0,42.0,8.4042,0,1,2,False,False,True,False,2.2411563979973974,3,0
1,3,1,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
0,2,1,24.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,3,0,28.0,9.5,0,1,1,False,True,False,False,2.3513752571634776,2,1
0,3,0,28.0,69.55,0,1,11,False,True,False,False,4.256321678298823,2,0
0,3,0,34.0,6.4958,0,1,1,False,True,False,False,2.0143428636837015,2,1
0,3,0,45.5,7.225,0,0,1,False,False,True,False,2.1071782966514356,3,1
1,3,0,18.0,8.05,0,1,1,True,False,False,False,2.2027647577118348,1,1
0,3,1,2.0,10.4625,0,1,2,False,False,False,False,2.4390808375825834,0,0
0,3,0,32.0,15.85,0,1,2,False,True,False,False,2.8243506567983707,2,0
1,3,0,26.0,18.7875,0,0,1,False,True,False,False,2.9850504252071306,2,1
1,3,1,16.0,7.75,1,0,1,True,False,False,False,2.169053700369523,1,1
1,1,0,40.0,31.0,0,0,1,False,False,True,False,3.4657359027997265,3,1
0,3,0,24.0,7.05,0,1,1,False,True,False,False,2.0856720914304723,2,1
1,2,1,35.0,21.0,0,1,1,False,True,False,False,3.091042453358316,2,1
0,3,0,22.0,7.25,0,1,1,False,True,False,False,2.1102132003465894,2,1
0,2,0,30.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,3,0,28.0,7.75,1,0,2,False,True,False,False,2.169053700369523,2,0
1,1,1,31.0,113.275,0,0,2,False,True,False,False,4.738607824217808,2,0
1,3,1,27.0,7.925,0,1,1,False,True,False,False,2.188856327665703,2,1
0,2,0,42.0,27.0,0,1,2,False,False,True,False,3.332204510175204,3,0
1,1,1,32.0,76.2917,0,0,1,False,True,False,False,4.347586575960343,2,1
0,2,0,30.0,10.5,0,1,1,False,True,False,False,2.4423470353692043,2,1
1,3,0,16.0,8.05,0,1,1,True,False,False,False,2.2027647577118348,1,1
0,2,0,27.0,13.0,0,1,1,False,True,False,False,2.6390573296152584,2,1
0,3,0,51.0,8.05,0,1,1,False,False,True,False,2.2027647577118348,3,1
0,3,0,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
1,1,0,38.0,90.0,0,1,2,False,False,True,False,4.51085950651685,3,0
0,3,0,22.0,9.35,0,1,1,False,True,False,False,2.336986519711378,2,1
1,2,0,19.0,10.5,0,1,1,False,True,False,False,2.4423470353692043,2,1
0,3,0,20.5,7.25,0,1,1,False,True,False,False,2.1102132003465894,2,1
0,2,0,18.0,13.0,0,1,1,True,False,False,False,2.6390573296152584,1,1
0,3,1,28.0,25.4667,0,1,5,False,True,False,False,3.275887339030031,2,0
1,1,1,35.0,83.475,0,1,2,False,True,False,False,4.436455632600354,2,0
0,3,0,29.0,7.775,0,1,1,False,True,False,False,2.1719067693519296,2,1
0,2,0,59.0,13.5,0,1,1,False,False,True,False,2.6741486494265287,3,1
1,3,1,5.0,31.3875,0,1,7,False,False,False,False,3.4777725458882283,0,0
0,2,0,24.0,10.5,0,1,1,False,True,False,False,2.4423470353692043,2,1
0,3,1,28.0,7.55,0,1,1,False,True,False,False,2.145931282948669,2,1
0,2,0,44.0,26.0,0,1,2,False,False,True,False,3.295836866004329,3,0
1,2,1,8.0,26.25,0,1,3,False,False,False,False,3.305053521109253,0,0
0,2,0,19.0,10.5,0,1,1,False,True,False,False,2.4423470353692043,2,1
0,2,0,33.0,12.275,0,1,1,False,True,False,False,2.5858825671280026,2,1
0,3,1,28.0,14.4542,0,0,2,False,True,False,False,2.737880811060884,2,0
1,3,1,28.0,15.5,1,0,2,False,True,False,False,2.803360380906535,2,0
0,2,0,29.0,10.5,0,1,1,False,True,False,False,2.4423470353692043,2,1
0,3,0,22.0,7.125,0,1,1,False,True,False,False,2.094945728215801,2,1
0,3,0,30.0,7.225,0,0,1,False,True,False,False,2.1071782966514356,2,1
0,1,0,44.0,90.0,1,0,3,False,False,True,False,4.51085950651685,3,0
0,3,1,25.0,7.775,0,1,1,False,True,False,False,2.1719067693519296,2,1
1,2,1,24.0,14.5,0,1,3,False,True,False,False,2.740840023925201,2,0
1,1,0,37.0,52.5542,0,1,3,False,False,True,False,3.9806942251907276,3,0
0,2,0,54.0,26.0,0,1,2,False,False,True,False,3.295836866004329,3,0
0,3,0,28.0,7.25,0,1,1,False,True,False,False,2.1102132003465894,2,1
0,3,1,29.0,10.4625,0,1,3,False,True,False,False,2.4390808375825834,2,0
0,1,0,62.0,26.55,0,1,1,False,False,False,True,3.3160025355989236,4,1
0,3,0,30.0,16.1,0,1,2,False,True,False,False,2.8390784635086144,2,0
0,3,1,41.0,20.2125,0,1,3,False,False,True,False,3.0545906305603445,3,0
1,3,1,29.0,15.2458,0,0,3,False,True,False,False,2.7878344138303452,2,0
1,1,1,28.0,79.2,0,0,1,False,True,False,False,4.384523514872469,2,1
1,1,1,30.0,86.5,0,1,1,False,True,False,False,4.471638793363569,2,1
1,1,1,35.0,512.3292,0,0,1,False,True,False,False,6.240917354759096,2,1
1,2,1,50.0,26.0,0,1,2,False,False,True,False,3.295836866004329,3,0
0,3,0,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
1,3,0,3.0,31.3875,0,1,7,False,False,False,False,3.4777725458882283,0,0
0,1,0,52.0,79.65,0,1,3,False,False,True,False,4.390118804571218,3,0
0,1,0,40.0,0.0,0,1,1,False,False,True,False,0.0,3,1
0,3,1,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
0,2,0,36.0,10.5,0,1,1,False,False,True,False,2.4423470353692043,3,1
0,3,0,16.0,39.6875,0,1,6,True,False,False,False,3.705920919968788,1,0
1,3,0,25.0,7.775,0,1,2,False,True,False,False,2.1719067693519296,2,0
1,1,1,58.0,153.4625,0,1,2,False,False,True,False,5.039951348430309,3,0
1,1,1,35.0,135.6333,0,1,1,False,True,False,False,4.91730069488021,2,1
0,1,0,28.0,31.0,0,1,1,False,True,False,False,3.4657359027997265,2,1
1,3,0,25.0,0.0,0,1,1,False,True,False,False,0.0,2,1
1,2,1,41.0,19.5,0,1,2,False,False,True,False,3.0204248861443626,3,0
0,1,0,37.0,29.7,0,0,2,False,False,True,False,3.4242626545931514,3,0
1,3,1,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
1,1,1,63.0,77.9583,0,1,2,False,False,False,True,4.368919865004903,4,0
0,3,1,45.0,7.75,0,1,1,False,False,True,False,2.169053700369523,3,1
0,2,0,28.0,0.0,0,1,1,False,True,False,False,0.0,2,1
0,3,0,7.0,29.125,1,0,6,False,False,False,False,3.405355391810819,0,0
1,3,1,35.0,20.25,0,1,3,False,True,False,False,3.056356895370426,2,0
0,3,0,65.0,7.75,1,0,1,False,False,False,True,2.169053700369523,4,1
0,3,0,28.0,7.8542,0,1,1,False,True,False,False,2.180891922715322,2,1
0,3,0,16.0,9.5,0,1,1,True,False,False,False,2.3513752571634776,1,1
1,3,0,19.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
0,1,0,28.0,26.0,0,1,1,False,True,False,False,3.295836866004329,2,1
0,3,0,33.0,8.6625,0,0,1,False,True,False,False,2.2682524139135403,2,1
1,3,0,30.0,9.5,0,1,1,False,True,False,False,2.3513752571634776,2,1
0,3,0,22.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
1,2,0,42.0,13.0,0,1,1,False,False,True,False,2.6390573296152584,3,1
1,3,1,22.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
1,1,1,26.0,78.85,0,1,1,False,True,False,False,4.380149874661021,2,1
1,1,1,19.0,91.0792,0,0,2,False,True,False,False,4.5226490762785785,2,0
0,2,0,36.0,12.875,0,0,1,False,False,True,False,2.630088659632498,3,1
0,3,1,24.0,8.85,0,1,1,False,True,False,False,2.2874714551839976,2,1
0,3,0,24.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
0,1,0,28.0,27.7208,0,0,1,False,True,False,False,3.357621598945279,2,1
0,3,0,23.5,7.2292,0,0,1,False,True,False,False,2.1076888046179385,2,1
0,1,1,2.0,151.55,0,1,4,False,False,False,False,5.027492411162679,0,0
1,1,0,28.0,30.5,0,1,1,False,True,False,False,3.449987545831587,2,1
1,1,1,50.0,247.5208,0,0,2,False,False,True,False,5.515526544247129,3,0
1,3,1,28.0,7.75,1,0,1,False,True,False,False,2.169053700369523,2,1
1,3,0,28.0,23.25,1,0,3,False,True,False,False,3.188416617383492,2,0
0,3,0,19.0,0.0,0,1,1,False,True,False,False,0.0,2,1
1,2,1,28.0,12.35,1,0,1,False,True,False,False,2.5915163848462583,2,1
0,3,0,28.0,8.05,0,1,1,False,True,False,False,2.2027647577118348,2,1
1,1,0,0.92,151.55,0,1,4,False,False,False,False,5.027492411162679,0,0
1,1,1,28.0,110.8833,0,0,1,False,True,False,False,4.717456363787216,2,1
1,1,1,17.0,108.9,0,0,2,True,False,False,False,4.699570861409576,1,0
0,2,0,30.0,24.0,0,0,2,False,True,False,False,3.2188758248682006,2,0
1,1,1,30.0,56.9292,0,0,1,False,True,False,False,4.0592215752427645,2,1
1,1,1,24.0,83.1583,0,0,1,False,True,False,False,4.432699549165613,2,1
1,1,1,18.0,262.375,0,0,5,True,False,False,False,5.5735788721243535,1,0
0,2,1,26.0,26.0,0,1,3,False,True,False,False,3.295836866004329,2,0
0,3,0,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
0,2,0,43.0,26.25,0,1,3,False,False,True,False,3.305053521109253,3,0
1,3,1,26.0,7.8542,0,1,1,False,True,False,False,2.180891922715322,2,1
1,2,1,24.0,26.0,0,1,2,False,True,False,False,3.295836866004329,2,0
0,2,0,54.0,14.0,0,1,1,False,False,True,False,2.70805020110221,3,1
1,1,1,31.0,164.8667,0,1,3,False,True,False,False,5.11118445372147,2,0
1,1,1,40.0,134.5,0,0,3,False,False,True,False,4.908971640319756,3,0
0,3,0,22.0,7.25,0,1,1,False,True,False,False,2.1102132003465894,2,1
0,3,0,27.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
1,2,1,30.0,12.35,1,0,1,False,True,False,False,2.5915163848462583,2,1
1,2,1,22.0,29.0,0,1,3,False,True,False,False,3.4011973816621555,2,0
0,3,0,28.0,69.55,0,1,11,False,True,False,False,4.256321678298823,2,0
1,1,1,36.0,135.6333,0,0,1,False,False,True,False,4.91730069488021,3,1
0,3,0,61.0,6.2375,0,1,1,False,False,False,True,1.9792758428991135,4,1
1,2,1,36.0,13.0,0,1,1,False,False,True,False,2.6390573296152584,3,1
1,3,1,31.0,20.525,0,1,3,False,True,False,False,3.0692150503137943,2,0
1,1,1,16.0,57.9792,0,0,2,True,False,False,False,4.077184839375167,1,0
1,3,1,28.0,23.25,1,0,3,False,True,False,False,3.188416617383492,2,0
0,1,0,45.5,28.5,0,1,1,False,False,True,False,3.3843902633457743,3,1
0,1,0,38.0,153.4625,0,1,2,False,False,True,False,5.039951348430309,3,0
0,3,0,16.0,18.0,0,1,3,True,False,False,False,2.9444389791664403,1,0
1,1,1,28.0,133.65,0,1,2,False,True,False,False,4.902678819257608,2,0
0,3,0,28.0,7.8958,0,1,1,False,True,False,False,2.1855792552411137,2,1
0,1,0,29.0,66.6,0,1,2,False,True,False,False,4.213607983048918,2,0
1,1,1,41.0,134.5,0,0,1,False,False,True,False,4.908971640319756,3,1
